"scenario";"Ass";"Rule";"Rec";"INN";"OER";"Fscan";"stock";"year";"rec_q95";"ssb_q95";"f_q95";"biomass_q95";"catch_q95";"landings_q95";"discards_q95";"catch.iyv_q95";"land.iyv_q95";"disc.iyv_q95";"rec_q50";"ssb_q50";"f_q50";"biomass_q50";"catch_q50";"landings_q50";"discards_q50";"catch.iyv_q50";"land.iyv_q50";"disc.iyv_q50";"rec_q05";"ssb_q05";"f_q05";"biomass_q05";"catch_q05";"landings_q05";"discards_q05";"catch.iyv_q05";"land.iyv_q05";"disc.iyv_q05";"pBlim_q95";"pBlim_q50";"pBlim_q05";"pBpa_q95";"pBpa_q50";"pBpa_q05";"pBtarget_q95";"pBtarget_q50";"pBtarget_q05";"pFlim_q95";"pFlim_q50";"pFlim_q05";"pFpa_q95";"pFpa_q50";"pFpa_q05";"pFtarget_q95";"pFtarget_q50";"pFtarget_q05"
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2030;13880706.5153854;472975.640277538;0.0110680329126015;472975.640277538;4663.30016615647;4663.30016615647;0;1.20263389837569;1.20263389837569;NA;6867710.63742723;357340.039890857;0.0099548787288627;357340.039890857;3520.57013165296;3520.57013165296;0;0.983258633427674;0.983258633427674;NA;3538436.26801979;273585.627268096;0.00848299703167923;273585.627268096;2669.04872579546;2669.04872579546;0;0.864301331847403;0.864301331847403;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2031;13807991.4067531;471490.162326964;0.0110685908810831;471490.162326964;4711.05953659997;4711.05953659997;0;1.22356041480267;1.22356041480267;NA;6811079.07601096;357497.540518904;0.009994067065282;357497.540518904;3501.55954589745;3501.55954589745;0;0.988555668931084;0.988555668931084;NA;3498432.02250578;273170.404130067;0.00859310967967817;273170.404130067;2645.14657328532;2645.14657328532;0;0.858716450407818;0.858716450407818;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2032;13732674.0128292;473505.811387307;0.011063555209447;473505.811387307;4676.10444360173;4676.10444360173;0;1.21279274684388;1.21279274684388;NA;7027927.84086317;356195.627412155;0.0100226421947136;356195.627412155;3521.23675329979;3521.23675329979;0;0.987360500016141;0.987360500016141;NA;3646353.92627976;273517.904866738;0.00841177893753187;273517.904866738;2626.53443465722;2626.53443465722;0;0.863830985673436;0.863830985673436;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2033;14109013.5006565;475864.096157338;0.0110438048784927;475864.096157338;4667.98356025761;4667.98356025761;0;1.22198704677044;1.22198704677044;NA;6930207.91521573;355572.262393845;0.00994772984513768;355572.262393845;3506.72939726559;3506.72939726559;0;0.979170106960331;0.979170106960331;NA;3341886.055758;273437.444675715;0.00855265598720339;273437.444675715;2640.86954636303;2640.86954636303;0;0.861212357472013;0.861212357472013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2034;14582612.7333461;473654.871755422;0.0110688166744306;473654.871755422;4785.57172372801;4785.57172372801;0;1.20352923411203;1.20352923411203;NA;6885742.72705657;355815.92397717;0.00998937983854166;355815.92397717;3499.87932053776;3499.87932053776;0;0.989572470654089;0.989572470654089;NA;3579579.74310684;273356.266740426;0.00847628919967531;273356.266740426;2641.41501464873;2641.41501464873;0;0.863854050820154;0.863854050820154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2035;13857408.1539433;469373.69004693;0.0110607777502859;469373.69004693;4714.76549433529;4714.76549433529;0;1.20460764443642;1.20460764443642;NA;7035947.23978852;357213.739009464;0.00997932634771153;357213.739009464;3504.27064448203;3504.27064448203;0;0.981279645790855;0.981279645790855;NA;3466635.69681932;269761.714241068;0.00836123348118393;269761.714241068;2639.65676148316;2639.65676148316;0;0.862601458930761;0.862601458930761;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2036;13908276.569347;470216.141875728;0.0110428666717195;470216.141875728;4643.58865150689;4643.58865150689;0;1.23578848918414;1.23578848918414;NA;6938196.18182466;357350.873214264;0.00995706147761533;357350.873214264;3511.49595879829;3511.49595879829;0;0.982561339523757;0.982561339523757;NA;3468326.5189327;273601.74315078;0.00851762757606668;273601.74315078;2613.83600442237;2613.83600442237;0;0.864960569410542;0.864960569410542;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2037;13655184.7923494;474372.32628453;0.0110538290186096;474372.32628453;4676.09778010219;4676.09778010219;0;1.22241649284952;1.22241649284952;NA;7014581.14166129;356239.153204492;0.00995146777723473;356239.153204492;3500.79801813172;3500.79801813172;0;0.990557580103466;0.990557580103466;NA;3475297.94315335;273107.955942722;0.00848488421883807;273107.955942722;2648.00699239485;2648.00699239485;0;0.860526607844089;0.860526607844089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2038;14346822.6777441;465248.460440622;0.0110641352329936;465248.460440622;4698.33896618757;4698.33896618757;0;1.21594332870305;1.21594332870305;NA;7302352.76660544;357455.95729579;0.00992216500154238;357455.95729579;3502.69505857571;3502.69505857571;0;0.985934310469066;0.985934310469066;NA;3560935.68821038;273356.790313234;0.00842013024369587;273356.790313234;2652.0420561267;2652.0420561267;0;0.859207507399008;0.859207507399008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2039;13520735.9773312;469993.739724682;0.011068279193094;469993.739724682;4629.7230109599;4629.7230109599;0;1.22244166427994;1.22244166427994;NA;6894810.41535019;359566.728100795;0.00989000396861692;359566.728100795;3516.91807414237;3516.91807414237;0;0.987167156334303;0.987167156334303;NA;3492504.8810639;274127.324438499;0.00844200700631437;274127.324438499;2639.78988771208;2639.78988771208;0;0.858987985610323;0.858987985610323;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2040;14088952.736452;473973.345188747;0.0111021722412085;473973.345188747;4668.69268673272;4668.69268673272;0;1.22177558938094;1.22177558938094;NA;6789268.37726142;359596.454791415;0.00996336542653863;359596.454791415;3540.81225588467;3540.81225588467;0;0.994217023419082;0.994217023419082;NA;3391635.29771572;275298.468483799;0.00840004815297969;275298.468483799;2650.44336614377;2650.44336614377;0;0.866527974018723;0.866527974018723;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2041;14984788.0769236;471998.347432421;0.0110933712501234;471998.347432421;4730.10844486766;4730.10844486766;0;1.22393404801892;1.22393404801892;NA;7188219.98828916;357748.675876008;0.00999345683091707;357748.675876008;3527.7768851463;3527.7768851463;0;0.98658245275721;0.98658245275721;NA;3485449.51829421;272395.79642433;0.00839940579484059;272395.79642433;2657.78663511013;2657.78663511013;0;0.856646959341735;0.856646959341735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2042;14709210.4404846;470818.736936071;0.0110324977875166;470818.736936071;4661.46143333708;4661.46143333708;0;1.23046644416116;1.23046644416116;NA;7064139.87911617;360040.494417042;0.00992639323555784;360040.494417042;3523.10818728225;3523.10818728225;0;0.979018111078636;0.979018111078636;NA;3425785.96371417;274691.781317051;0.0083849211535227;274691.781317051;2635.76179182059;2635.76179182059;0;0.854333899268277;0.854333899268277;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2043;13895606.9522251;480256.451408163;0.0110800652806927;480256.451408163;4650.95531668344;4650.95531668344;0;1.23916267554504;1.23916267554504;NA;7035645.61869916;359929.201123202;0.00993624295542077;359929.201123202;3524.57504020519;3524.57504020519;0;0.987662150552363;0.987662150552363;NA;3504180.09083787;278847.802737629;0.00845017344208384;278847.802737629;2659.02003514823;2659.02003514823;0;0.859690477051333;0.859690477051333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2044;13964253.0537142;482703.383969569;0.0111036306513848;482703.383969569;4755.71628996906;4755.71628996906;0;1.22810881093899;1.22810881093899;NA;6872117.63311446;360211.412338679;0.010015853045195;360211.412338679;3539.54985518728;3539.54985518728;0;0.988018547045966;0.988018547045966;NA;3541364.17298979;273731.636895808;0.00847363921553759;273731.636895808;2703.48993773391;2703.48993773391;0;0.859009315492213;0.859009315492213;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2045;14058844.7099686;468972.947830429;0.0110917952857907;468972.947830429;4773.23254214507;4773.23254214507;0;1.21540685348246;1.21540685348246;NA;6953736.03979969;357337.240183527;0.0100049223503008;357337.240183527;3543.29741807146;3543.29741807146;0;0.98160150245245;0.98160150245245;NA;3422548.65186836;274524.20868237;0.00849348884983193;274524.20868237;2659.75025395669;2659.75025395669;0;0.860028519733715;0.860028519733715;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2046;14092497.5445151;467953.330796671;0.011052788681248;467953.330796671;4652.67638517886;4652.67638517886;0;1.21729777244175;1.21729777244175;NA;7023122.45501129;356912.313836371;0.00997164391045402;356912.313836371;3501.32587547847;3501.32587547847;0;0.979756968986715;0.979756968986715;NA;3513347.96543242;273716.011930343;0.0085324765091736;273716.011930343;2635.4096905338;2635.4096905338;0;0.863859648317952;0.863859648317952;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2047;13315475.6240232;473557.309280528;0.0110106363179443;473557.309280528;4606.41911381664;4606.41911381664;0;1.20807160394952;1.20807160394952;NA;6968999.77411387;356277.890030907;0.00997504474797798;356277.890030907;3507.23886967205;3507.23886967205;0;0.983833740590078;0.983833740590078;NA;3595469.79594918;274751.99648819;0.00837351773684239;274751.99648819;2637.23032548094;2637.23032548094;0;0.862456464475053;0.862456464475053;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2048;13967384.013942;470171.089040627;0.0110909470043308;470171.089040627;4728.29731019803;4728.29731019803;0;1.23165578810864;1.23165578810864;NA;6901748.20373874;355732.740122206;0.00998048145996927;355732.740122206;3500.17706359887;3500.17706359887;0;0.986073606959625;0.986073606959625;NA;3500435.42255548;275648.364916476;0.00843126530141276;275648.364916476;2634.11720791394;2634.11720791394;0;0.858184442891903;0.858184442891903;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2049;14219347.4778735;472547.148903588;0.0110117744535344;472547.148903588;4671.04260507822;4671.04260507822;0;1.21578393956436;1.21578393956436;NA;7088804.71325339;357583.189427529;0.00997181892504624;357583.189427529;3498.74199444981;3498.74199444981;0;0.988043235609113;0.988043235609113;NA;3350605.61326779;271664.208117759;0.00847540878889985;271664.208117759;2692.25631766551;2692.25631766551;0;0.857844049757994;0.857844049757994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2050;14423828.8276244;471630.240014419;0.011093467895958;471630.240014419;4725.69378098483;4725.69378098483;0;1.22610016505192;1.22610016505192;NA;6951757.53207799;356824.536928147;0.00999090421074803;356824.536928147;3507.64305591138;3507.64305591138;0;0.985345177174381;0.985345177174381;NA;3562857.80933901;269900.953363747;0.00836171861971596;269900.953363747;2633.91826462259;2633.91826462259;0;0.860853971987905;0.860853971987905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2051;14211681.5145859;479096.408932334;0.0110766049250277;479096.408932334;4702.13378796067;4702.13378796067;0;1.23766443546585;1.23766443546585;NA;7213363.41428118;359008.74757181;0.00997373461311106;359008.74757181;3520.20112574275;3520.20112574275;0;0.987470635818923;0.987470635818923;NA;3503128.56716898;274346.479523845;0.00843436385732448;274346.479523845;2621.10263878485;2621.10263878485;0;0.857846597288561;0.857846597288561;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2052;14035777.4400406;478350.832240406;0.01109892505081;478350.832240406;4726.93770056431;4726.93770056431;0;1.23476177118292;1.23476177118292;NA;7133581.87456672;357363.765159133;0.0099140743307051;357363.765159133;3525.34878266328;3525.34878266328;0;0.981606082112985;0.981606082112985;NA;3522597.57360814;275383.790219655;0.00839043517540411;275383.790219655;2634.89274130681;2634.89274130681;0;0.860876806696046;0.860876806696046;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2053;13721643.4908244;478452.860193314;0.0111333523772571;478452.860193314;4788.24634237025;4788.24634237025;0;1.22813050165726;1.22813050165726;NA;6908164.19336335;361237.407431563;0.00997066605082086;361237.407431563;3516.80460100951;3516.80460100951;0;0.990127218666333;0.990127218666333;NA;3556990.66731492;276585.979606793;0.00838062319916998;276585.979606793;2664.4980555705;2664.4980555705;0;0.860562967762608;0.860562967762608;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2054;13614031.9391565;475547.253966427;0.0111040022940713;475547.253966427;4736.23164366599;4736.23164366599;0;1.23522552362847;1.23522552362847;NA;6847040.13935848;358517.689046335;0.00998030025124409;358517.689046335;3550.58192007812;3550.58192007812;0;0.993288983602236;0.993288983602236;NA;3451861.44621536;275669.870853392;0.00846424655153175;275669.870853392;2684.42094722211;2684.42094722211;0;0.861409554840325;0.861409554840325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2055;13580811.1597729;469542.758517178;0.0111175252708329;469542.758517178;4735.16360689937;4735.16360689937;0;1.21555901011394;1.21555901011394;NA;7029596.38733007;358048.296204427;0.00997569292856508;358048.296204427;3533.69081472862;3533.69081472862;0;0.983873296501583;0.983873296501583;NA;3232463.29464803;275476.504912268;0.00855039047053917;275476.504912268;2682.53761273389;2682.53761273389;0;0.853687406843278;0.853687406843278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2056;13646406.7559982;469351.024223773;0.0111142145417012;469351.024223773;4687.95310754455;4687.95310754455;0;1.21470596685602;1.21470596685602;NA;7131409.06297711;358234.423762245;0.0099892299390107;358234.423762245;3536.95705852261;3536.95705852261;0;0.981676228972183;0.981676228972183;NA;3665742.92371098;272053.252562353;0.00836010203954823;272053.252562353;2671.02468515234;2671.02468515234;0;0.863231035554761;0.863231035554761;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2057;13976747.4003406;468024.685689112;0.0110184778431528;468024.685689112;4632.93856795748;4632.93856795748;0;1.23143200207726;1.23143200207726;NA;7131166.57492022;359346.934083527;0.0099518574526585;359346.934083527;3516.27356518079;3516.27356518079;0;0.987291742482116;0.987291742482116;NA;3532618.99993194;279323.828061949;0.00838397216928513;279323.828061949;2613.35190789465;2613.35190789465;0;0.84715639442263;0.84715639442263;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.01;"PIL";2058;14254594.6641843;468043.105641929;0.0110711712651593;468043.105641929;4643.80234288081;4643.80234288081;0;1.21715798838973;1.21715798838973;NA;7044165.93500154;359307.166916136;0.00995030898550864;359307.166916136;3525.65592049629;3525.65592049629;0;0.989308238665456;0.989308238665456;NA;3393937.30265948;281884.927423286;0.00853071248834552;281884.927423286;2716.64092209333;2716.64092209333;0;0.862771588574488;0.862771588574488;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
